respondent_id,h1n1_vaccine,seasonal_vaccine
41100,0.48,0.5
41101,0.24,0.31
41102,0.57,0.78
41103,0.1,0.18
41104,0.21,0.2
41105,0.32,0.3
41106,0.15,0.52
41107,0.76,0.78
41108,0.34,0.79
41109,0.33,0.41
41110,0.7,0.53
41111,0.16,0.63
41112,0.2,0.24
41113,0.53,0.71
41114,0.45,0.55
41115,0.27,0.55
41116,0.23,0.41
41117,0.43,0.67
41118,0.44,0.57
41119,0.11,0.47
41120,0.25,0.66
41121,0.29,0.57
41122,0.33,0.25
41123,0.31,0.21
41124,0.34,0.8
41125,0.31,0.33
41126,0.29,0.47
41127,0.34,0.32
41128,0.26,0.48
41129,0.17,0.16
41130,0.13,0.71
41131,0.19,0.39
41132,0.43,0.52
41133,0.22,0.6
41134,0.15,0.27
41135,0.26,0.19
41136,0.36,0.41
41137,0.12,0.13
41138,0.23,0.36
41139,0.53,0.36
41140,0.22,0.37
41141,0.41,0.48
41142,0.37,0.48
41143,0.19,0.41
41144,0.39,0.5
41145,0.49,0.84
41146,0.5,0.55
41147,0.18,0.33
41148,0.08,0.11
41149,0.13,0.16
41150,0.17,0.46
41151,0.18,0.8
41152,0.56,0.85
41153,0.09,0.34
41154,0.15,0.2
41155,0.19,0.5
41156,0.09,0.03
41157,0.14,0.52
41158,0.59,0.47
41159,0.23,0.34
41160,0.24,0.82
41161,0.1,0.07
41162,0.13,0.21
41163,0.17,0.25
41164,0.33,0.45
41165,0.67,0.7
41166,0.16,0.67
41167,0.11,0.82
41168,0.34,0.26
41169,0.07,0.59
41170,0.43,0.53
41171,0.73,0.85
41172,0.13,0.71
41173,0.2,0.13
41174,0.39,0.44
41175,0.14,0.63
41176,0.11,0.06
41177,0.26,0.91
41178,0.19,0.3
41179,0.25,0.35
41180,0.14,0.32
41181,0.4,0.42
41182,0.21,0.36
41183,0.23,0.16
41184,0.23,0.56
41185,0.16,0.31
41186,0.14,0.77
41187,0.21,0.18
41188,0.69,0.85
41189,0.21,0.29
41190,0.36,0.68
41191,0.68,0.36
41192,0.11,0.4
41193,0.4,0.81
41194,0.34,0.29
41195,0.25,0.35
41196,0.45,0.51
41197,0.2,0.29
41198,0.28,0.59
41199,0.22,0.8
41200,0.3,0.22
41201,0.07,0.1
41202,0.64,0.79
41203,0.43,0.6
41204,0.14,0.42
41205,0.06,0.14
41206,0.24,0.26
41207,0.21,0.22
41208,0.27,0.23
41209,0.25,0.64
41210,0.22,0.46
41211,0.16,0.39
41212,0.52,0.64
41213,0.11,0.22
41214,0.75,0.82
41215,0.03,0.56
41216,0.27,0.34
41217,0.15,0.36
41218,0.1,0.36
41219,0.14,0.13
41220,0.11,0.07
41221,0.34,0.68
41222,0.11,0.76
41223,0.81,0.88
41224,0.18,0.51
41225,0.25,0.17
41226,0.4,0.7
41227,0.22,0.23
41228,0.15,0.36
41229,0.28,0.6
41230,0.2,0.55
41231,0.1,0.2
41232,0.1,0.15
41233,0.23,0.6
41234,0.23,0.24
41235,0.66,0.74
41236,0.15,0.22
41237,0.27,0.49
41238,0.56,0.83
41239,0.22,0.1
41240,0.08,0.29
41241,0.19,0.33
41242,0.15,0.35
41243,0.15,0.26
41244,0.2,0.25
41245,0.5,0.54
41246,0.22,0.23
41247,0.31,0.49
41248,0.72,0.74
41249,0.73,0.73
41250,0.24,0.67
41251,0.16,0.47
41252,0.18,0.88
41253,0.69,0.89
41254,0.28,0.2
41255,0.63,0.69
41256,0.37,0.47
41257,0.55,0.77
41258,0.12,0.27
41259,0.21,0.34
41260,0.13,0.87
41261,0.26,0.57
41262,0.41,0.45
41263,0.07,0.33
41264,0.71,0.83
41265,0.16,0.29
41266,0.13,0.13
41267,0.13,0.23
41268,0.08,0.37
41269,0.6,0.85
41270,0.19,0.29
41271,0.33,0.21
41272,0.13,0.18
41273,0.05,0.18
41274,0.31,0.67
41275,0.09,0.13
41276,0.2,0.24
41277,0.27,0.28
41278,0.1,0.55
41279,0.25,0.28
41280,0.35,0.35
41281,0.12,0.56
41282,0.16,0.52
41283,0.2,0.47
41284,0.32,0.54
41285,0.14,0.27
41286,0.12,0.11
41287,0.38,0.45
41288,0.14,0.27
41289,0.42,0.61
41290,0.23,0.31
41291,0.46,0.76
41292,0.21,0.3
41293,0.07,0.1
41294,0.31,0.47
41295,0.33,0.39
41296,0.12,0.07
41297,0.18,0.3
41298,0.34,0.49
41299,0.14,0.27
41300,0.15,0.24
41301,0.32,0.17
41302,0.1,0.45
41303,0.1,0.3
41304,0.34,0.5
41305,0.58,0.63
41306,0.14,0.47
41307,0.29,0.4
41308,0.12,0.37
41309,0.07,0.1
41310,0.34,0.53
41311,0.34,0.56
41312,0.3,0.27
41313,0.24,0.77
41314,0.75,0.77
41315,0.12,0.16
41316,0.24,0.15
41317,0.49,0.52
41318,0.19,0.68
41319,0.09,0.12
41320,0.31,0.3
41321,0.35,0.63
41322,0.32,0.94
41323,0.16,0.32
41324,0.23,0.48
41325,0.13,0.24
41326,0.22,0.29
41327,0.05,0.13
41328,0.3,0.28
41329,0.72,0.84
41330,0.2,0.37
41331,0.18,0.33
41332,0.1,0.84
41333,0.37,0.67
41334,0.09,0.77
41335,0.1,0.47
41336,0.13,0.12
41337,0.44,0.51
41338,0.16,0.16
41339,0.12,0.79
41340,0.61,0.7
41341,0.21,0.65
41342,0.56,0.7
41343,0.5,0.61
41344,0.61,0.76
41345,0.19,0.17
41346,0.11,0.11
41347,0.16,0.21
41348,0.12,0.27
41349,0.12,0.4
41350,0.44,0.76
41351,0.32,0.33
41352,0.54,0.84
41353,0.14,0.18
41354,0.23,0.46
41355,0.11,0.11
41356,0.19,0.89
41357,0.11,0.21
41358,0.13,0.23
41359,0.37,0.54
41360,0.24,0.36
41361,0.26,0.29
41362,0.17,0.48
41363,0.15,0.44
41364,0.24,0.37
41365,0.21,0.42
41366,0.1,0.22
41367,0.11,0.09
41368,0.16,0.77
41369,0.13,0.19
41370,0.34,0.39
41371,0.16,0.2
41372,0.28,0.62
41373,0.14,0.21
41374,0.17,0.35
41375,0.24,0.41
41376,0.34,0.67
41377,0.14,0.42
41378,0.33,0.47
41379,0.07,0.21
41380,0.26,0.64
41381,0.07,0.21
41382,0.32,0.3
41383,0.21,0.46
41384,0.15,0.49
41385,0.18,0.4
41386,0.26,0.34
41387,0.38,0.55
41388,0.08,0.58
41389,0.12,0.18
41390,0.14,0.85
41391,0.7,0.73
41392,0.28,0.32
41393,0.43,0.68
41394,0.24,0.33
41395,0.19,0.37
41396,0.15,0.24
41397,0.13,0.56
41398,0.59,0.65
41399,0.11,0.72
41400,0.22,0.51
41401,0.44,0.65
41402,0.36,0.61
41403,0.19,0.25
41404,0.1,0.86
41405,0.33,0.38
41406,0.2,0.8
41407,0.14,0.67
41408,0.3,0.47
41409,0.39,0.49
41410,0.31,0.49
41411,0.16,0.38
41412,0.18,0.4
41413,0.7,0.68
41414,0.26,0.81
41415,0.14,0.46
41416,0.19,0.29
41417,0.28,0.91
41418,0.4,0.25
41419,0.51,0.71
41420,0.2,0.65
41421,0.88,0.88
41422,0.18,0.19
41423,0.34,0.74
41424,0.13,0.55
41425,0.51,0.68
41426,0.14,0.23
41427,0.14,0.37
41428,0.25,0.66
41429,0.15,0.22
41430,0.17,0.43
41431,0.63,0.71
41432,0.17,0.25
41433,0.61,0.81
41434,0.23,0.22
41435,0.06,0.17
41436,0.31,0.53
41437,0.3,0.46
41438,0.12,0.15
41439,0.16,0.18
41440,0.09,0.09
41441,0.11,0.5
41442,0.39,0.78
41443,0.18,0.28
41444,0.58,0.91
41445,0.3,0.41
41446,0.18,0.44
41447,0.44,0.69
41448,0.09,0.14
41449,0.25,0.78
41450,0.3,0.45
41451,0.2,0.39
41452,0.1,0.64
41453,0.43,0.56
41454,0.62,0.78
41455,0.27,0.64
41456,0.74,0.75
41457,0.19,0.48
41458,0.32,0.45
41459,0.11,0.17
41460,0.39,0.67
41461,0.61,0.9
41462,0.36,0.34
41463,0.42,0.77
41464,0.24,0.39
41465,0.24,0.48
41466,0.19,0.5
41467,0.22,0.47
41468,0.26,0.65
41469,0.67,0.59
41470,0.16,0.36
41471,0.61,0.63
41472,0.21,0.69
41473,0.46,0.81
41474,0.34,0.72
41475,0.11,0.68
41476,0.17,0.36
41477,0.29,0.45
41478,0.22,0.41
41479,0.25,0.5
41480,0.11,0.57
41481,0.1,0.36
41482,0.14,0.15
41483,0.11,0.73
41484,0.11,0.16
41485,0.12,0.24
41486,0.09,0.07
41487,0.33,0.55
41488,0.08,0.16
41489,0.2,0.54
41490,0.13,0.62
41491,0.37,0.66
41492,0.14,0.25
41493,0.52,0.52
41494,0.05,0.89
41495,0.18,0.33
41496,0.18,0.59
41497,0.12,0.47
41498,0.28,0.31
41499,0.24,0.31
41500,0.12,0.2
41501,0.53,0.72
41502,0.11,0.51
41503,0.41,0.35
41504,0.17,0.69
41505,0.19,0.53
41506,0.42,0.33
41507,0.1,0.14
41508,0.19,0.23
41509,0.29,0.26
41510,0.25,0.67
41511,0.3,0.6
41512,0.1,0.31
41513,0.49,0.59
41514,0.25,0.25
41515,0.22,0.42
41516,0.2,0.84
41517,0.11,0.13
41518,0.42,0.47
41519,0.18,0.71
41520,0.36,0.61
41521,0.26,0.68
41522,0.15,0.28
41523,0.05,0.1
41524,0.52,0.76
41525,0.17,0.79
41526,0.18,0.54
41527,0.28,0.35
41528,0.31,0.81
41529,0.21,0.42
41530,0.22,0.1
41531,0.33,0.53
41532,0.5,0.43
41533,0.57,0.57
41534,0.24,0.58
41535,0.22,0.25
41536,0.6,0.7
41537,0.47,0.61
41538,0.46,0.61
41539,0.26,0.66
41540,0.19,0.34
41541,0.71,0.93
41542,0.08,0.17
41543,0.43,0.41
41544,0.3,0.37
41545,0.2,0.47
41546,0.3,0.38
41547,0.28,0.54
41548,0.26,0.51
41549,0.2,0.61
41550,0.24,0.63
41551,0.18,0.67
41552,0.19,0.48
41553,0.2,0.43
41554,0.69,0.63
41555,0.34,0.31
41556,0.33,0.51
41557,0.34,0.83
41558,0.75,0.74
41559,0.21,0.36
41560,0.12,0.41
41561,0.34,0.34
41562,0.32,0.37
41563,0.14,0.53
41564,0.46,0.36
41565,0.11,0.49
41566,0.32,0.46
41567,0.41,0.58
41568,0.34,0.52
41569,0.14,0.45
41570,0.17,0.79
41571,0.09,0.18
41572,0.27,0.31
41573,0.65,0.73
41574,0.08,0.15
41575,0.64,0.8
41576,0.58,0.61
41577,0.2,0.78
41578,0.09,0.31
41579,0.13,0.24
41580,0.32,0.74
41581,0.06,0.14
41582,0.2,0.27
41583,0.17,0.52
41584,0.12,0.85
41585,0.23,0.28
41586,0.2,0.46
41587,0.47,0.55
41588,0.4,0.42
41589,0.73,0.78
41590,0.23,0.43
41591,0.14,0.61
41592,0.4,0.49
41593,0.18,0.51
41594,0.06,0.28
41595,0.19,0.15
41596,0.49,0.7
41597,0.23,0.15
41598,0.56,0.91
41599,0.32,0.77
41600,0.2,0.34
41601,0.49,0.52
41602,0.16,0.67
41603,0.23,0.22
41604,0.56,0.71
41605,0.21,0.38
41606,0.17,0.23
41607,0.25,0.46
41608,0.14,0.41
41609,0.11,0.43
41610,0.21,0.35
41611,0.37,0.56
41612,0.27,0.68
41613,0.59,0.67
41614,0.58,0.79
41615,0.68,0.83
41616,0.55,0.66
41617,0.09,0.59
41618,0.72,0.88
41619,0.26,0.36
41620,0.18,0.31
41621,0.32,0.62
41622,0.45,0.57
41623,0.46,0.5
41624,0.49,0.41
41625,0.58,0.5
41626,0.08,0.14
41627,0.26,0.33
41628,0.15,0.13
41629,0.15,0.18
41630,0.28,0.44
41631,0.53,0.59
41632,0.52,0.75
41633,0.13,0.21
41634,0.27,0.38
41635,0.48,0.61
41636,0.2,0.16
41637,0.21,0.27
41638,0.13,0.11
41639,0.25,0.64
41640,0.48,0.75
41641,0.4,0.69
41642,0.22,0.27
41643,0.11,0.26
41644,0.18,0.3
41645,0.16,0.78
41646,0.18,0.69
41647,0.14,0.83
41648,0.08,0.18
41649,0.13,0.47
41650,0.73,0.85
41651,0.15,0.88
41652,0.8,0.91
41653,0.14,0.2
41654,0.12,0.4
41655,0.15,0.11
41656,0.33,0.49
41657,0.31,0.25
41658,0.66,0.81
41659,0.37,0.49
41660,0.13,0.81
41661,0.45,0.73
41662,0.17,0.57
41663,0.13,0.14
41664,0.58,0.8
41665,0.06,0.28
41666,0.37,0.69
41667,0.1,0.23
41668,0.2,0.29
41669,0.08,0.1
41670,0.16,0.33
41671,0.08,0.13
41672,0.22,0.29
41673,0.16,0.12
41674,0.07,0.19
41675,0.3,0.46
41676,0.13,0.35
41677,0.24,0.47
41678,0.17,0.15
41679,0.36,0.44
41680,0.11,0.19
41681,0.77,0.85
41682,0.15,0.28
41683,0.18,0.26
41684,0.33,0.51
41685,0.19,0.31
41686,0.12,0.46
41687,0.08,0.19
41688,0.35,0.45
41689,0.21,0.19
41690,0.2,0.42
41691,0.42,0.81
41692,0.13,0.18
41693,0.39,0.4
41694,0.14,0.18
41695,0.45,0.78
41696,0.07,0.07
41697,0.11,0.26
41698,0.18,0.43
41699,0.26,0.33
41700,0.1,0.15
41701,0.64,0.65
41702,0.38,0.59
41703,0.27,0.18
41704,0.16,0.21
41705,0.19,0.33
41706,0.7,0.82
41707,0.09,0.26
41708,0.23,0.36
41709,0.63,0.54
41710,0.4,0.38
41711,0.64,0.66
41712,0.25,0.46
41713,0.15,0.85
41714,0.34,0.54
41715,0.17,0.2
41716,0.14,0.19
41717,0.11,0.18
41718,0.07,0.26
41719,0.21,0.4
41720,0.47,0.67
41721,0.06,0.27
41722,0.13,0.19
41723,0.17,0.82
41724,0.15,0.44
41725,0.34,0.65
41726,0.21,0.25
41727,0.7,0.74
41728,0.11,0.2
41729,0.16,0.29
41730,0.11,0.23
41731,0.11,0.29
41732,0.2,0.25
41733,0.2,0.77
41734,0.35,0.57
41735,0.27,0.37
41736,0.22,0.23
41737,0.06,0.22
41738,0.09,0.78
41739,0.19,0.51
41740,0.18,0.34
41741,0.25,0.54
41742,0.23,0.17
41743,0.21,0.45
41744,0.26,0.43
41745,0.16,0.16
41746,0.13,0.11
41747,0.61,0.61
41748,0.18,0.45
41749,0.26,0.39
41750,0.12,0.51
41751,0.63,0.75
41752,0.1,0.12
41753,0.16,0.59
41754,0.37,0.59
41755,0.1,0.37
41756,0.22,0.27
41757,0.62,0.7
41758,0.51,0.72
41759,0.15,0.26
41760,0.08,0.2
41761,0.5,0.8
41762,0.08,0.1
41763,0.19,0.25
41764,0.08,0.39
41765,0.09,0.32
41766,0.12,0.53
41767,0.23,0.8
41768,0.44,0.72
41769,0.15,0.7
41770,0.32,0.33
41771,0.22,0.22
41772,0.23,0.46
41773,0.18,0.22
41774,0.69,0.71
41775,0.13,0.25
41776,0.08,0.13
41777,0.39,0.6
41778,0.19,0.29
41779,0.17,0.34
41780,0.19,0.32
41781,0.11,0.33
41782,0.14,0.23
41783,0.13,0.47
41784,0.18,0.17
41785,0.13,0.26
41786,0.21,0.24
41787,0.15,0.75
41788,0.26,0.29
41789,0.2,0.43
41790,0.42,0.77
41791,0.36,0.57
41792,0.47,0.41
41793,0.33,0.46
41794,0.17,0.46
41795,0.11,0.07
41796,0.78,0.85
41797,0.2,0.29
41798,0.19,0.58
41799,0.61,0.88
41800,0.18,0.39
41801,0.3,0.56
41802,0.07,0.17
41803,0.35,0.22
41804,0.39,0.81
41805,0.1,0.05
41806,0.26,0.58
41807,0.03,0.12
41808,0.15,0.48
41809,0.18,0.42
41810,0.47,0.42
41811,0.08,0.33
41812,0.16,0.2
41813,0.17,0.45
41814,0.12,0.54
41815,0.17,0.51
41816,0.14,0.19
41817,0.24,0.18
41818,0.15,0.79
41819,0.25,0.63
41820,0.14,0.19
41821,0.25,0.4
41822,0.13,0.2
41823,0.17,0.21
41824,0.15,0.17
41825,0.17,0.37
41826,0.16,0.52
41827,0.16,0.38
41828,0.19,0.77
41829,0.13,0.21
41830,0.23,0.72
41831,0.2,0.51
41832,0.29,0.53
41833,0.22,0.3
41834,0.34,0.52
41835,0.34,0.75
41836,0.44,0.43
41837,0.18,0.32
41838,0.15,0.16
41839,0.38,0.63
41840,0.34,0.9
41841,0.14,0.7
41842,0.35,0.47
41843,0.1,0.89
41844,0.12,0.17
41845,0.14,0.31
41846,0.22,0.37
41847,0.15,0.37
41848,0.49,0.67
41849,0.2,0.27
41850,0.13,0.34
41851,0.39,0.54
41852,0.12,0.2
41853,0.16,0.34
41854,0.29,0.31
41855,0.42,0.68
41856,0.53,0.85
41857,0.34,0.17
41858,0.55,0.25
41859,0.53,0.37
41860,0.26,0.72
41861,0.35,0.35
41862,0.21,0.28
41863,0.21,0.5
41864,0.1,0.46
41865,0.6,0.72
41866,0.29,0.57
41867,0.63,0.67
41868,0.19,0.61
41869,0.16,0.29
41870,0.17,0.32
41871,0.22,0.81
41872,0.26,0.83
41873,0.57,0.65
41874,0.27,0.51
41875,0.15,0.74
41876,0.15,0.26
41877,0.16,0.22
41878,0.73,0.81
41879,0.22,0.92
41880,0.41,0.57
41881,0.27,0.23
41882,0.2,0.32
41883,0.23,0.6
41884,0.22,0.18
41885,0.34,0.64
41886,0.1,0.19
41887,0.47,0.69
41888,0.19,0.64
41889,0.16,0.17
41890,0.2,0.2
41891,0.1,0.19
41892,0.31,0.37
41893,0.28,0.76
41894,0.07,0.26
41895,0.32,0.48
41896,0.31,0.57
41897,0.24,0.39
41898,0.15,0.26
41899,0.22,0.2
41900,0.49,0.6
41901,0.27,0.38
41902,0.31,0.48
41903,0.34,0.64
41904,0.24,0.56
41905,0.38,0.31
41906,0.28,0.54
41907,0.55,0.67
41908,0.07,0.07
41909,0.61,0.73
41910,0.57,0.72
41911,0.24,0.39
41912,0.15,0.45
41913,0.1,0.22
41914,0.3,0.61
41915,0.09,0.19
41916,0.07,0.16
41917,0.17,0.3
41918,0.77,0.89
41919,0.12,0.27
41920,0.19,0.26
41921,0.19,0.57
41922,0.09,0.17
41923,0.11,0.8
41924,0.12,0.07
41925,0.17,0.44
41926,0.37,0.56
41927,0.09,0.33
41928,0.31,0.5
41929,0.67,0.45
41930,0.39,0.62
41931,0.2,0.2
41932,0.36,0.78
41933,0.49,0.36
41934,0.25,0.53
41935,0.2,0.23
41936,0.1,0.11
41937,0.43,0.79
41938,0.37,0.42
41939,0.09,0.24
41940,0.11,0.3
41941,0.73,0.79
41942,0.08,0.47
41943,0.22,0.41
41944,0.2,0.35
41945,0.58,0.75
41946,0.24,0.39
41947,0.2,0.38
41948,0.17,0.26
41949,0.24,0.21
41950,0.42,0.54
41951,0.26,0.71
41952,0.12,0.24
41953,0.19,0.82
41954,0.11,0.33
41955,0.23,0.34
41956,0.25,0.62
41957,0.15,0.4
41958,0.53,0.75
41959,0.35,0.79
41960,0.35,0.37
41961,0.52,0.8
41962,0.2,0.3
41963,0.25,0.43
41964,0.23,0.64
41965,0.42,0.71
41966,0.13,0.77
41967,0.17,0.33
41968,0.18,0.21
41969,0.26,0.31
41970,0.09,0.25
41971,0.72,0.89
41972,0.17,0.73
41973,0.24,0.59
41974,0.18,0.35
41975,0.31,0.33
41976,0.12,0.87
41977,0.27,0.17
41978,0.17,0.14
41979,0.55,0.86
41980,0.17,0.79
41981,0.06,0.11
41982,0.51,0.42
41983,0.2,0.37
41984,0.25,0.7
41985,0.68,0.89
41986,0.28,0.45
41987,0.63,0.63
41988,0.04,0.15
41989,0.48,0.46
41990,0.37,0.5
41991,0.22,0.4
41992,0.25,0.86
41993,0.23,0.27
41994,0.1,0.16
41995,0.45,0.55
41996,0.17,0.6
41997,0.09,0.34
41998,0.15,0.39
41999,0.45,0.74
42000,0.09,0.23
42001,0.22,0.74
42002,0.16,0.19
42003,0.13,0.1
42004,0.37,0.37
42005,0.33,0.33
42006,0.54,0.74
42007,0.27,0.6
42008,0.24,0.24
42009,0.31,0.72
42010,0.21,0.61
42011,0.12,0.24
42012,0.12,0.19
42013,0.33,0.79
42014,0.27,0.43
42015,0.15,0.53
42016,0.07,0.72
42017,0.47,0.76
42018,0.32,0.21
42019,0.52,0.62
42020,0.18,0.29
42021,0.21,0.62
42022,0.77,0.82
42023,0.19,0.75
42024,0.09,0.22
42025,0.3,0.65
42026,0.41,0.81
42027,0.29,0.75
42028,0.28,0.45
42029,0.15,0.17
42030,0.14,0.2
42031,0.11,0.22
42032,0.61,0.74
42033,0.32,0.41
42034,0.25,0.34
42035,0.13,0.1
42036,0.19,0.35
42037,0.12,0.44
42038,0.18,0.88
42039,0.23,0.29
42040,0.42,0.78
42041,0.53,0.79
42042,0.1,0.18
42043,0.13,0.16
42044,0.25,0.29
42045,0.29,0.4
42046,0.47,0.39
42047,0.26,0.43
42048,0.35,0.28
42049,0.29,0.44
42050,0.2,0.38
42051,0.31,0.65
42052,0.22,0.35
42053,0.11,0.49
42054,0.28,0.8
42055,0.79,0.78
42056,0.12,0.38
42057,0.13,0.62
42058,0.58,0.66
42059,0.15,0.16
42060,0.15,0.45
42061,0.19,0.22
42062,0.09,0.15
42063,0.38,0.3
42064,0.37,0.29
42065,0.44,0.7
42066,0.1,0.09
42067,0.19,0.24
42068,0.41,0.55
42069,0.1,0.14
42070,0.16,0.14
42071,0.06,0.33
42072,0.4,0.75
42073,0.21,0.2
42074,0.28,0.36
42075,0.12,0.28
42076,0.2,0.77
42077,0.17,0.19
42078,0.63,0.78
42079,0.16,0.15
42080,0.33,0.33
42081,0.18,0.29
42082,0.18,0.49
42083,0.05,0.69
42084,0.54,0.7
42085,0.27,0.37
42086,0.41,0.55
42087,0.32,0.71
42088,0.16,0.31
42089,0.1,0.82
42090,0.14,0.27
42091,0.15,0.16
42092,0.11,0.15
42093,0.41,0.61
42094,0.21,0.28
42095,0.22,0.36
42096,0.2,0.25
42097,0.1,0.07
42098,0.37,0.69
42099,0.1,0.26
42100,0.73,0.76
42101,0.5,0.33
42102,0.2,0.53
42103,0.26,0.22
42104,0.36,0.34
42105,0.16,0.32
42106,0.21,0.23
42107,0.22,0.3
42108,0.34,0.57
42109,0.61,0.68
42110,0.27,0.37
42111,0.39,0.62
42112,0.15,0.14
42113,0.25,0.46
42114,0.13,0.32
42115,0.13,0.13
42116,0.11,0.78
42117,0.12,0.11
42118,0.72,0.79
42119,0.42,0.66
42120,0.14,0.6
42121,0.36,0.53
42122,0.13,0.36
42123,0.14,0.44
42124,0.37,0.51
42125,0.81,0.76
42126,0.13,0.72
42127,0.36,0.63
42128,0.24,0.47
42129,0.21,0.17
42130,0.52,0.68
42131,0.11,0.34
42132,0.08,0.14
42133,0.32,0.36
42134,0.32,0.52
42135,0.16,0.25
42136,0.31,0.51
42137,0.43,0.49
42138,0.52,0.73
42139,0.13,0.31
42140,0.1,0.18
42141,0.19,0.37
42142,0.13,0.13
42143,0.29,0.23
42144,0.14,0.22
42145,0.2,0.49
42146,0.19,0.67
42147,0.36,0.6
42148,0.47,0.73
42149,0.16,0.4
42150,0.25,0.79
42151,0.45,0.88
42152,0.1,0.4
42153,0.39,0.45
42154,0.72,0.93
42155,0.09,0.46
42156,0.13,0.53
42157,0.3,0.52
42158,0.18,0.57
42159,0.11,0.13
42160,0.31,0.48
42161,0.38,0.23
42162,0.11,0.22
42163,0.16,0.75
42164,0.18,0.23
42165,0.1,0.17
42166,0.19,0.21
42167,0.29,0.38
42168,0.23,0.4
42169,0.1,0.16
42170,0.13,0.21
42171,0.64,0.47
42172,0.06,0.14
42173,0.08,0.16
42174,0.61,0.71
42175,0.26,0.19
42176,0.35,0.46
42177,0.04,0.57
42178,0.12,0.25
42179,0.15,0.08
42180,0.18,0.62
42181,0.25,0.33
42182,0.17,0.11
42183,0.16,0.25
42184,0.18,0.69
42185,0.24,0.39
42186,0.38,0.57
42187,0.14,0.22
42188,0.11,0.14
42189,0.12,0.25
42190,0.45,0.44
42191,0.19,0.87
42192,0.04,0.14
42193,0.72,0.9
42194,0.18,0.27
42195,0.56,0.61
42196,0.22,0.32
42197,0.26,0.37
42198,0.22,0.3
42199,0.36,0.49
42200,0.2,0.35
42201,0.29,0.69
42202,0.23,0.64
42203,0.19,0.3
42204,0.48,0.68
42205,0.25,0.37
42206,0.22,0.19
42207,0.12,0.56
42208,0.05,0.21
42209,0.24,0.62
42210,0.13,0.19
42211,0.05,0.43
42212,0.27,0.88
42213,0.28,0.22
42214,0.11,0.88
42215,0.37,0.4
42216,0.21,0.73
42217,0.12,0.5
42218,0.1,0.19
42219,0.14,0.12
42220,0.11,0.25
42221,0.21,0.27
42222,0.27,0.58
42223,0.2,0.33
42224,0.15,0.21
42225,0.35,0.67
42226,0.15,0.85
42227,0.14,0.13
42228,0.19,0.23
42229,0.23,0.2
42230,0.28,0.6
42231,0.18,0.63
42232,0.79,0.72
42233,0.33,0.68
42234,0.68,0.85
42235,0.21,0.33
42236,0.18,0.88
42237,0.1,0.2
42238,0.27,0.54
42239,0.17,0.23
42240,0.18,0.7
42241,0.3,0.67
42242,0.11,0.49
42243,0.21,0.65
42244,0.27,0.23
42245,0.18,0.19
42246,0.37,0.43
42247,0.21,0.2
42248,0.3,0.59
42249,0.14,0.76
42250,0.24,0.42
42251,0.26,0.6
42252,0.12,0.61
42253,0.49,0.91
42254,0.3,0.61
42255,0.16,0.31
42256,0.31,0.59
42257,0.21,0.55
42258,0.08,0.16
42259,0.14,0.26
42260,0.39,0.35
42261,0.2,0.5
42262,0.13,0.11
42263,0.37,0.59
42264,0.25,0.27
42265,0.26,0.54
42266,0.16,0.42
42267,0.21,0.47
42268,0.35,0.38
42269,0.33,0.5
42270,0.24,0.24
42271,0.54,0.61
42272,0.13,0.07
42273,0.16,0.44
42274,0.17,0.37
42275,0.6,0.73
42276,0.13,0.59
42277,0.05,0.14
42278,0.05,0.17
42279,0.28,0.22
42280,0.24,0.37
42281,0.02,0.08
42282,0.21,0.52
42283,0.2,0.29
42284,0.06,0.09
42285,0.4,0.51
42286,0.09,0.25
42287,0.23,0.49
42288,0.11,0.45
42289,0.15,0.33
42290,0.18,0.19
42291,0.23,0.26
42292,0.34,0.61
42293,0.15,0.28
42294,0.56,0.79
42295,0.21,0.39
42296,0.18,0.59
42297,0.1,0.13
42298,0.18,0.52
42299,0.35,0.49
42300,0.12,0.19
42301,0.37,0.22
42302,0.28,0.47
42303,0.33,0.29
42304,0.13,0.19
42305,0.31,0.81
42306,0.17,0.23
42307,0.65,0.88
42308,0.16,0.28
42309,0.26,0.72
42310,0.09,0.2
42311,0.13,0.52
42312,0.43,0.61
42313,0.28,0.54
42314,0.1,0.21
42315,0.17,0.16
42316,0.15,0.26
42317,0.41,0.54
42318,0.27,0.27
42319,0.15,0.22
42320,0.26,0.56
42321,0.55,0.68
42322,0.2,0.8
42323,0.08,0.16
42324,0.16,0.21
42325,0.4,0.5
42326,0.22,0.15
42327,0.09,0.13
42328,0.15,0.76
42329,0.29,0.83
42330,0.19,0.19
42331,0.12,0.54
42332,0.39,0.24
42333,0.18,0.76
42334,0.75,0.87
42335,0.11,0.49
42336,0.12,0.56
42337,0.24,0.65
42338,0.32,0.69
42339,0.59,0.58
42340,0.24,0.43
42341,0.27,0.7
42342,0.08,0.14
42343,0.26,0.69
42344,0.16,0.84
42345,0.12,0.41
42346,0.35,0.62
42347,0.31,0.73
42348,0.29,0.76
42349,0.08,0.83
42350,0.36,0.8
42351,0.77,0.84
42352,0.21,0.37
42353,0.74,0.72
42354,0.84,0.9
42355,0.18,0.55
42356,0.34,0.6
42357,0.19,0.34
42358,0.17,0.09
42359,0.33,0.62
42360,0.63,0.66
42361,0.16,0.4
42362,0.36,0.33
42363,0.26,0.47
42364,0.1,0.23
42365,0.64,0.8
42366,0.12,0.07
42367,0.33,0.27
42368,0.41,0.56
42369,0.48,0.64
